,name,ingredients,steps,url
290,天津飯 {露營OK},"['雞蛋 (打散):3顆', '鴻喜菇或柳松菇:一包', '醬油:一些', '蠔油(可省):一些', '黑醋:幾滴', '糖:少許', '片栗粉(日本太白粉):少許']","['1:用碗裝白飯壓成丸型，倒扣在盤子上', '2:鍋中加一些油熱鍋，倒入打散的蛋用筷子攪動不讓蛋成形，快熟時即鋪蓋在飯上(破掉沒關係，拼湊著覆蓋白飯即可)', '3:原鍋放入菇，加鹽與黑胡椒拌炒，加一些高湯或水(蓋過食材)，蓋鍋煮一下', '4:加入醬油、蠔油、黑醋、糖 (自己增減至喜歡的味道)，片栗粉拌點水倒入鍋中勾芡', '5:煮滾後將菇菇醬淋在蛋包飯上', '6:舀一口起來，有香香的嫩蛋滋味，還有酸甜夠味的燴飯醬汁', '7:會一口接一口很快就完食呦!']",https://icook.tw//recipes/155958
291,簡單版玉米濃湯 {露營oK},"['玉米罐頭:1瓶', '高湯:一些', '鮮奶:一些', '起司片或起司條 (切小丁):1~2片', '鮮奶:20g', '中筋麵粉:10~20g']","['1:湯鍋中倒入玉米罐頭，加高湯蓋過食材高一點', '2:煮滾後加入鮮奶至湯呈奶白色，中小火煮至滾', '3:將麵糊組調勻，與起司一起加入湯鍋，一邊攪拌煮至濃稠', '4:加鹽及黑胡椒，調整至自己喜歡的鹹淡度', '5:完成!']",https://icook.tw//recipes/154562
292,《露營料理》咖哩鮪魚Pizza~不用烤箱,"['三色丁:40g', '蛋餅皮:2片', '紅椒:適量', '起司絲:80g~100g', '水煮鮪魚罐頭:90g/1罐', '洋蔥(切碎):10g', '美式沙拉醬:2匙', '咖哩粉:1小匙', '檸檬汁:1/2小匙']","['1:備好所有鮪魚餡材料, 製做咖哩鮪魚餡(我使用的是工研金牌咖哩粉, 香氣很不錯喔! http://www.pcstore.com.tw/hungsky88/M10028921.htm)', '2:先製作鮪魚餡', '3:備好所有要製作pizza的材料', '4:一開始將一片蛋餅皮煎熟(有點硬度就Ok了!), 這一片是第二片的皮(如下)', '5:平底鍋刷少許水(利用水蒸氣製作Pizza), 這樣底不一開始就比較不會燒焦', '6:鋪上第一片蛋餅皮, 放上起司絲', '7:鋪上第二片蛋餅皮', '8:擺上咖哩鮪魚醬(就是要澎派)', '9:放上三色丁鋪上Cheese, 平底鍋加蓋小火烤6~8分鐘悶煎, 之後再開蓋烤1~2分鐘至蛋餅皮變硬即可', '10:完成囉!']",https://icook.tw//recipes/153856
293,天然自製清涼『黑糖冬瓜露』~全營養萃取鍋,"['冬瓜:2塊', '純黑糖:10匙', '紅冰糖:10匙', 'Dowai全營養萃取鍋:1台', '果汁機:1台']","['1:備料：將冬瓜去籽去皮，切成小丁狀，準備好黑糖與紅冰糖。', '2:將冬瓜塊放入果汁機榨泥，若果汁機榨不動，可以加入些許的水(半杯米左右)，榨好後倒入鍋內，加入黑糖與紅冰糖(可稍微攪拌一下):按下「2H」小時開始燉煮~', '3:時間到後，悶10分鐘左右，讓冬瓜收個水，等冷卻後置入冰箱保冰後~:沁涼的冬瓜露就完成囉~:依照個人喜好甜度，將冬瓜露加入水中攪拌~就能無限暢飲囉! (加點檸檬更對味)']",https://icook.tw//recipes/154046
294,《露營料理》平底鍋鹹派~無派皮~無烤箱,"['馬鈴薯片:230g', 'Mozzarella起司絲:120g', '燙菠菜(切碎,水份擠乾):160g', '番茄切片:2小顆/90g', '洋蔥(切碎):100g/1/4顆', '葵瓜子/堅果/松子:30g', '蘑菇切片(不要洗):60g', '巴西利:少許', '鹽巴:少許', '胡椒:少許', '雞蛋:6顆', '鮮奶:120ml', '永新日式沙拉醬/鮮奶油:120ml']","['1:先燙菠菜, 加入少許小蘇打可以使菠菜更脆綠, 取出冷卻, 擠乾多餘的水分, 切細碎狀', '2:熱鍋中低溫熱奶油至溶化, 放入碎洋蔥, 蘑菇切片(蘑菇不要洗, 用衛生紙擦拭表面即可), 堅果, 炒至有點金黃色, 加入少許巴西利根鹽巴還有胡椒', '3:番茄也乾煎好(水分不要太多喔), 所有料都備好了, 開始鋪料:*此鹹派的餡料可以先做好放冰桶冷藏, 馬鈴薯也是可以前一晚先切片泡在水裡, 到了現場就可以只要鋪料就快速完成', '4:削好約2mm的薄馬鈴薯片(可以用削片器削好比較方便)', '5:28cm的平底不沾鍋不用塗油, 先鋪滿2mm的馬鈴薯片(可以用削片器削好比較方便)', '6:放入炒好的蘑菇+堅果+洋蔥', '7:放入擠乾水分的菠菜', '8:疊上番茄', '9:灑上起司絲', '10:鋪上均勻混合好的蛋液', '11:是使用IH爐加蓋小火烤25分鐘 (依照蓋子跟鍋子的密封度可以調整時間)', '12:完成囉!']",https://icook.tw//recipes/153311
295,日式漢堡排 {露營ok},"['豬絞肉:300g', '洋蔥 (切丁):半顆', '蕎麥、低筋麵粉或麵包粉:3大匙', '鮮奶:3小匙', '小型雞蛋 (可略):一顆', '酒:10g', '醬油:30~40g', '米霖:30g', '糖:5g', '片栗粉:10g', '水:150g']","['1:所有漢堡肉食材全部放入調理盆中，加一點鹽與胡椒，用手抓到黏稠。', '2:將肉分成4~5球。用雙手左右丟來丟去幾次後，整圓。', '3:鍋加一咪咪油中小火加熱，將漢堡肉放入，稍微壓平，煎至出油變咖啡色; 翻面煎同樣時間。盛起。', '4:和風醬: 原鍋不須放油，放入和風醬汁組 ，一邊煮一邊攪拌至濃稠狀即可。', '5:每家媽媽都有自己獨一無二滋味的[和風漢堡排]。:請享用!']",https://icook.tw//recipes/153137
296,棒形飯糰 {露營OK},"['白飯:2碗', '小黃瓜 (刨成條狀):一條', '起司:一片', '保鮮膜:幾片', '咖哩粉或薑黃粉:一些', '日式醬油:一點', '橄欖油:1小匙', '果醋或壽司醋:一些', '拌飯香鬆:一些']","['1:兩個調理盆中分別將白飯與薑黃飯組、香鬆醋飯組材料拌勻', '2:將保鮮膜鋪平，將兩條小黃瓜條斜放在保鮮膜上，長長的鋪上很多飯 (兩端留一些空間)。', '3:先將兩端保鮮膜緊緊往中間包進來，然後以包壽司方式一面向前滾一面緊壓，將飯糰滾成緊實的圓柱狀。*緊壓才不會散掉', '4:如果是外帶，這樣紮實包滾好即可，加上裝飾小物放在便當盒內。', '5:也可以將保鮮膜拆開，放在蠟紙上，兩邊像糖果紙一樣捲緊，就可以上桌享用了喔!', '6:好可愛的飯糰，露營、野餐、小朋友聚會時是非常吸睛又好吃的食物喔!']",https://icook.tw//recipes/152083
297,涼拌酪梨小菜{露營OK},"['酪梨:一顆', '佃煮海苔絲:一些', '香油:少許', '白芝麻:一點']","['1:將酪梨切小塊 (用這個酪梨專用切片器就很方便)', '2:將酪梨塊、佃煮海帶絲、香油在調理盆中拌勻', '3:完成之後灑一點白芝麻就好了!', '4:是非常爽口好吃的日式小佐菜喔!']",https://icook.tw//recipes/151899
298,嫩嫩蛋包飯 {露營OK},"['白飯:200g', '洋蔥(切丁):1/3顆', '小熱狗或雞肉:120g', '蔬菜:隨意', '番茄醬:2大匙', '奶油:20g', '雞蛋:2顆', '牛奶:1小匙', '鹽:<1g', '黑胡椒:少許', '番茄醬:2大匙', '水:2小', '奶油:2~3g', '糖 (可略):1/3小匙', '酒:2大匙', '鹽、胡椒:少許']","['1:準備兩個鍋子 (一鍋炒飯、一鍋煎蛋皮) *也可以一鍋，先炒飯盛起，洗淨鍋子繼續煎蛋皮', '2:雞肉切丁，以醃肉組抓一下', '3:炒飯: 熱鍋倒一點油，將洋蔥丁炒至變色，依序加入小熱狗(或其他肉類)，蔬菜類炒至熟。', '4:加入番茄醬炒勻。倒入白飯，加鹽、黑胡椒調味拌炒均勻。', '5:煎蛋皮: 將蛋皮組(每個) 打勻，鍋中放入10g奶油，打入蛋液，左右搖晃鍋子形成圓形，半熟時將炒飯呈長形放在蛋皮中央。將左右兩邊蛋皮蓋在飯上，將鍋子傾斜，以煎匙順勢慢慢將蛋皮與飯滾入盤中 *也可趁熱用廚房紙巾將蛋包飯塑成漂亮的橄欖型', '6:將[番茄醬]組放入鍋內，開小火一邊攪拌至奶油融化變濃稠 *也可直接用番茄醬', '7:淋上蕃茄醬', '8:就是一盤香噴噴的嫩嫩蛋包飯了!', '9:營養滿點，小孩一口接一口迅速完食的的蛋包飯!']",https://icook.tw//recipes/151897
299,日式炸豬排（自製麵包粉）{露營OK},"['豬里肌肉片:8片', '雞蛋:2顆', '低筋麵粉:一些', '新鮮吐司（大片）:5片']","['1:將里肌肉每片的邊緣及中間都用刀子略畫一下斷筋（或用斷筋器處理），以免炸豬排過程豬肉捲縮', '2:將處理好的豬排兩面空灑一咪咪鹽和黑胡椒', '3:深鍋中倒滿一半以上的油，開中小火熱油，至170度（若無溫度計，手接近油面感覺熱氣，丟一小撮麵包粉入鍋，麵包粉會吱吱跳、起泡泡程度）', '4:趁此時將吐司去邊，切小塊', '5:放入調理機或果汁機中，攪打至喜歡的粗細顆粒', '6:準備三個調理盆，分別放入1.低筋麵粉 2.蛋液 3.麵包粉', '7:油溫到達170度時，轉中火，將肉片依序：1.薄薄沾滿低筋麵粉，拍打掉多餘粉 2. 沾蛋液', '8:3.沾滿麵包粉', '9:放入油鍋，一面各炸1.5分鐘（肉厚炸約2分鐘）或呈金黃，翻面同樣步驟', '10:就完成ㄎㄠˊㄎㄠˊ作響、香噴噴的黃金炸豬排囉', '11:加上脆甜的高麗菜絲和小黃瓜等野菜，就完成一道白飯殺手級的日式套餐了 ＾＾', '12:一片接一片的美味！']",https://icook.tw//recipes/151705
300,清爽海鮮濃湯 {露營可},"['洋蔥(切小丁):1/4顆', '馬鈴薯(切小丁):1顆', '高湯:一些', '綜合蔬菜丁:一些', '蛤蜊:8個', '中捲:一隻', '鮮奶:200g左右', '鮮奶:50g', '中筋麵粉:20g以上']","['1:湯鍋中放入洋蔥丁、馬鈴薯丁，加入水與高湯蓋過食材再多一些。', '2:開大火煮滾後轉中火煮10分鐘，至食材軟。', '3:加入綜合蔬菜丁、蛤蜊、中捲，倒入鮮奶煮至滾 (鮮奶量自行調整)', '4:將麵糊組攪拌均勻，轉至中火，加入湯鍋，攪拌煮至糊', '5:加鹽、黑胡椒、洋香菜等香料(可省) 即完成!', '6:搭配各種麵包一起吃，很合拍呦~', '7:濃湯萬歲!']",https://icook.tw//recipes/147399
301,海鮮粥 {露營OK},"['生米/糙米:一杯', '蛤蜊:600 g', '中卷:大2隻或小5隻', '鮮蚵:300g', '薑:2片', '蔥段:一隻', '油蔥(可省):一匙']","['1:先用少許水將蛤蜊煮開，撈起。將煮蛤蜊水舀入煮粥的湯鍋。', '2:放入生米或飯、蔥段、薑片，以小火煮至喜歡的濃稠度 (顆粒或糜湯)', '3:將蚵洗三次，將濃黑雜質洗掉，放入剛剛煮蛤蜊的水燙一下撈起。', '4:將中捲洗淨切段備用', '5:備好海鮮料，等粥煮至自己喜歡的程度，放入中卷煮白', '6:加鹽調味 (少許即可，因蛤蜊湯已有鹹度)，放一匙油蔥(可省)，放入其他兩樣食材，灑上大量白胡椒 即完成!', '7:就是一鍋暖胃的好粥了!', '8:無比鮮美的海鮮粥，請享用。']",https://icook.tw//recipes/150195
302,日式咖哩飯 【新手料理】,"['肉類:400克', '馬鈴薯:3個', '紅蘿蔔:2根', '洋蔥:1個', '日式咖哩磚:6小磚', '沸水:800毫升']","['1:先將馬鈴薯，紅蘿蔔洗淨切小塊，洋蔥切粗絲，將肉類（雞肉，豬肉，牛肉都可以）切小塊。', '2:熱鍋下油，下洋蔥煮兩分鐘，然後下紅蘿蔔及馬鈴薯，煮五分鐘', '3:下肉類，煮至肉變色', '4:然後下800毫升沸水，用中火煮沸後，轉小火煮至馬鈴薯煮透（約十五分鐘）*如太乾，可多加點水', '5:離火，下咖哩磚，與所有材料拌勻，然後再用小火煮十分鐘至稠身即成！', '6:配白飯或意大利麵都很好吃喔～', '7', '8:日式咖哩磚可在大型超市買到的，有不同辣度']",https://icook.tw//recipes/97801
303,橄欖油醋醬 {露營OK},"['橄欖油:一些', '巴撒米克醋:幾滴', '帕馬森起司粉:少許', '蒜末:一瓣', '黑胡椒:一些']","['1:橄欖油倒入淺盤中', '2:滴幾滴巴撒米克醋', '3:灑入其他材料 完成！', '4:歐式麵包沾油醋醬，搭配濃湯，是很可口的輕食組合喔！']",https://icook.tw//recipes/149703
304,香料橄欖油沾醬 {露營OK},"['橄欖油:一些', '乾羅勒葉:一些', '乾迷迭香:一些', '鹽:一些', '黑胡椒:一些', '大蒜末:一瓣', '紅辣椒粉（可省）:一些']","['1:將橄欖油先倒入淺盤', '2:加入香料 即可！', '3:佛卡夏沾著橄欖油吃是人生幸福事之一呀～']",https://icook.tw//recipes/149702
305,法式可麗餅 {露營OK},"['雞蛋:1顆', '鮮奶:200g', '低筋麵粉:80g', '糖:10~20g', '鹽:一咪咪', '融化奶油或植物油:20g']","['1:將雞蛋打散，加奶油攪拌均勻，再加牛奶打勻', '2:加入麵粉、糖、鹽攪拌均勻成糊狀', '3:放入冰箱至少30分鐘，隔夜更好', '4:平底鍋用刷子刷上薄薄奶油，開中小火熱鍋', '5:將鍋子移開瓦斯爐，舀一小匙麵糊高高倒入鍋中，左右搖至均勻薄薄一層後，放回極小火瓦斯爐上', '6:煎至邊緣有點褐色(約3分鐘，視厚薄)，翻面，約1分鐘即可起鍋', '7:煎香蕉: 鍋子塗一點油，將香蕉灑上一些糖，略煎至有焦糖香味，就可以起鍋切塊 (也可以先切再煎)', '8:將煎得香香的香蕉放入薄餅中，淋上一點蜂蜜或是巧克力醬，就完成了!', '9:也可直接放入香蕉切片，淋上巧克力淋醬。']",https://icook.tw//recipes/148323
306,雞肉青花菜濃湯 {露營OK},"['迷迭香烤雞肉(切小塊):適量', '中型洋蔥 (切丁):1/3顆', '紅蘿蔔 (切丁）:少許', '高麗菜:適量', '青花椰菜:1/2顆', '鮮奶:100g', '莫札瑞拉或起司片 (可略):50g', '鮮奶:70g', '中筋麵粉:10g']","['1:湯鍋放少許油，加入洋蔥丁、紅蘿蔔丁、雞肉略炒至洋蔥軟', '2:加入水或高湯蓋過食材再多一點點，煮滾，蓋鍋煮約5分鐘', '3:放入高麗菜和青花菜再煮5分鐘', '4:加入鮮奶煮至滾 (鮮奶量自行增減)', '5:加入調勻之麵糊組、起司小塊，一邊煮一邊攪拌至濃稠', '6:加鹽、黑胡椒調味，亦可加各式香料如:乾燥迷迭香、法式綜合香料等...', '7:就是和麵包或義大利麵超合拍的濃湯啦!']",https://icook.tw//recipes/139679
307,馬鈴薯燉肉 {露營ok},"['火鍋薄肉片:200g', '中型馬鈴薯（切塊）:1個', '中型紅蘿蔔（切塊）:1/2條', '洋蔥 (切絲):1/2個', '醬油:2大匙', '米霖:1大匙', '米酒:2大匙', '糖:1/3大匙']","['1:鍋中放少許油，放入洋蔥、馬鈴薯、紅蘿蔔，炒至洋蔥略軟', '2:加入高湯或水蓋過食材(約400cc)，蓋鍋中小火煮5~10分鐘至馬鈴薯軟', '3:加入肉片煮滾，加入醬汁蓋鍋轉小火煮5分鐘', '4:即可盛起，配上一碗粒粒分明的白飯', '5:就是一道獨一無二、有媽媽回憶的馬鈴薯燉肉！']",https://icook.tw//recipes/147706
308,悶燒鍋麻油雞 {露營OK},"['雞腿骨切塊:4人份', '麻油:一些', '老薑片:8片(自行斟酌)', '紅棗:6顆(自行斟酌)', '枸杞:一把', '黃耆:4~6片']","['1:悶燒鍋內鍋倒入麻油爆香薑片，續入雞肉，翻炒至上色、表皮微焦色', '2:加入水與酒，及紅棗、枸杞、黃耆煮至滾，開中小火燒15分鐘', '3:將滾呼呼的內鍋移入悶燒鍋中，蓋上蓋子 （一般鍋直火燉煮至雞肉軟即可）', '4:幾個小時之後開蓋，加鹽調味，就有一鍋暖呼呼的麻油雞湯了', '5:煎個蛋，煮麵線，五分鐘上桌熱騰騰的麻油雞麵線!']",https://icook.tw//recipes/146451
309,塔塔黃金魚排堡 {露營OK},"['吳郭魚片:2片', '中筋麵粉:少許', '牛番茄:1個', '小黃瓜:1條', '全麥潛艇堡包:2個', '小型水煮蛋(切丁):2個', '美乃滋:酌量', '檸檬汁或醋:依喜歡增減', '洋蔥丁:1/4個', '鹽:少許', '黑胡椒:少許', '乾香料（可略）:例如巴西里等']","['1:魚片抹薄鹽、白胡椒、一咪咪酒略醃至少10分鐘，魚片兩面薄薄拍上一層麵粉', '2:煎鍋熱油，小火將魚片兩面煎熟', '3:將塔塔醬材料放入料理盆中攪拌均勻', '4:麵包從中間切開，鋪上番茄片和黃瓜條，將魚肉放上，灑些白胡椒粉', '5:淋上塔塔醬，灑上香料(我用洋香菜) [沒有亦可略]', '6:Voila! 就是一道營養滿滿又開胃的魚排堡啦!']",https://icook.tw//recipes/146957
310,蛤蜊巧達濃湯{露營ok},"['蛤蜊:600g', '中型洋蔥(切丁):1顆', '大型馬鈴薯(切小塊):1顆', '鮮奶:100g', '鮮奶油(可略):一些', '莫札瑞拉起司(切小塊):50g', '鮮奶:70g', '中筋麵粉:10~20g']","['1:湯鍋煮開一鍋水，放下蛤蜊，一開口即撈起，放在盤中', '2:另一湯鍋放少許油，加入洋蔥丁炒至軟，續加入馬鈴薯略炒', '3:加入蛤蜊水1~2倍高、蓋鍋煮約15分', '4:等煮湯的時間將蛤蜊肉挑出來', '5:湯鍋中加鮮奶與少許鮮奶油，煮至滾', '6:加入麵糊組及起司塊，一邊煮一邊攪拌至濃稠', '7:將蛤蜊肉放入湯中，加鹽、黑胡椒調味 *亦可酌量加入各式香料(乾燥迷迭香、法式綜合香料等...)', '8:熄火裝盤，灑上一些黑胡椒或乾燥洋香菜', '9:就是和歐式麵包超合拍的濃湯啦!', '10:Bon Appetit!']",https://icook.tw//recipes/145650
311,鐵板奶油黑胡椒牛柳,"['翼阪牛排一塊:500克', '洋蔥:1顆', '蒜頭:2瓣', '奶油1小塊:約10克', '熱炒油:適量', '蠔油:3大匙', '醬油:1大匙', '黑胡椒:1/2大匙', '醬油:1大匙', '米酒1大匙:1大匙', '白胡椒:適量', '太白粉:1大匙']","['1:牛肉擦乾水份逆紋切成約1公分的條狀,以醬油、米酒、白胡椒醃約20分鐘。', '2:洋蔥切絲、蒜頭切片,把調味料拌勻備用。', '3:牛肉加入太白粉抓勻,用比炒菜多一點的油熱鍋,溫油下牛肉後先不要翻動,:    待肉色轉白定型後用鍋鏟翻面,兩面肉色都轉白後就可起鍋,此時牛肉約為4-5分熟。', '4:把鑄鐵烤盤或鐵板在另一口爐小火加熱。', '5:原炒鍋留適量油入蒜頭爆香,接著放進洋蔥炒到洋蔥變軟但仍有脆度呈半透明狀。', '6:把調味料倒進炒鍋炒勻後續入牛肉快速拌勻熄火。', '7:把奶油放進加熱後的鐵板融化,把牛肉倒進來略拌一下就可上桌了']",https://icook.tw//recipes/143539
312,【一鍋】蕃茄肉醬麵 {露營OK},"['1. 洋蔥:1/2', '2. 蒜頭:5瓣', '3. 小番茄(對半切):8個', '4. 絞肉:隨意', '義大利麵:四人份', '高湯:少許', '蕃茄泥:三大匙']","['1:湯鍋中放少許油，加入食材1~4，炒至肉末變白，洋蔥變軟', '2:將義大利麵折半，丟入鍋中，注入高湯和水(1:1比例)，蓋過食材再多一些', '3:加入少許鹽，蕃茄泥三大匙，蓋鍋大火煮滾後，轉中小火煮10~15分鐘。', '4:（煮麵過程可大約每五分鐘開蓋確認一下水有無燒乾，同時攪拌鍋底避免麵條黏鍋）', '5:麵條煮到喜歡的軟硬度即可開蓋調味，加鹽、黑胡椒、各式香料(百里香、迷迭香、綜合香料等皆可)', '6:盛盤，享用!! Bon Appetite! !']",https://icook.tw//recipes/143366
